X62623.1	X62623	Acyrthosiphon pisum small subunit ribosomal RNA gene, complete sequence	100.000	2469	0.0	4560
MH349021.1	MH349021	Vexillifera kereti CCMA0007 small subunit ribosomal RNA gene, partial sequence	100.000	1931	0.0	3567
HG328383.1	HG328383	Chroomonas coerulea ACOI 1366 small subunit ribosomal RNA gene, partial sequence	100.000	1783	0.0	3293
JN606345.1	JN606345	Psalteriomonas lanterna CIZOV2 small subunit ribosomal RNA gene, partial sequence	100.000	1898	0.0	3506
KC177289.1	KC177289	Asilus crabroniformis small subunit ribosomal RNA gene, partial sequence	100.000	2051	0.0	3788
MH348777.1	MH348777	Merocystis kathae small subunit ribosomal RNA gene, partial sequence	100.000	1813	0.0	3349
EU400391.1	EU400391	Plasmodium inui small subunit ribosomal RNA gene, complete sequence	100.000	2082	0.0	3845
KP343631.1	KP343631	Rhizomastix libera OLB6AN small subunit ribosomal RNA gene, partial sequence	100.000	1783	0.0	3293
JF699552.1	JF699552	Exosphaeroma varicolor small subunit ribosomal RNA gene, partial sequence	100.000	2523	0.0	4660
EF650138.1	EF650138	Asilus sericeus small subunit ribosomal RNA gene, partial sequence	100.000	2053	0.0	3792
AF012517.1	AF012517	Pachyteles striola small subunit ribosomal RNA gene, partial sequence	100.000	2437	0.0	4501
FJ267395.1	FJ267395	Pediculus humanus capitis small subunit ribosomal RNA gene, partial sequence	100.000	2066	0.0	3812
FN434084.1	FN434084	Pleistophora mulleri small subunit ribosomal RNA gene, partial sequence	100.000	1306	0.0	2412
KU555390.1	KU555390	Euplotes qatarensis small subunit ribosomal RNA gene, partial sequence	100.000	2013	0.0	3718
EU881943.1	EU881943	Sappinia platani CCAP 1575/4 Pl-247 small subunit ribosomal RNA gene, partial sequence	100.000	2507	0.0	4630
JQ609343.1	JQ609343	Avitellina centripunctata small subunit ribosomal RNA gene, partial sequence	100.000	2537	0.0	4686
EU414416.1	EU414416	Acanthaspidia drygalskii small subunit ribosomal RNA gene, partial sequence	100.000	2212	0.0	4085
EU647888.1	EU647888	Parahistomonas wenrichi small subunit ribosomal RNA gene, partial sequence	100.000	1625	0.0	3001
KU681373.1	KU681373	Carapus acus small subunit ribosomal RNA gene, partial sequence	100.000	1816	0.0	3354
AY266296.1	AY266296	Thalassophysa pelagica small subunit ribosomal RNA gene, partial sequence	100.000	1784	0.0	3295
AY625607.1	AY625607	Plasmodium cathemerium small subunit ribosomal RNA gene, partial sequence	100.000	2098	0.0	3875
JQ609341.1	JQ609341	Thysaniezia giardi small subunit ribosomal RNA gene, partial sequence	100.000	2689	0.0	4966
JN680942.1	JN680942	Aetea anguina small subunit ribosomal RNA gene, partial sequence	100.000	1846	0.0	3410
AF474324.1	AF474324	Proceraea aurantiaca small subunit ribosomal RNA gene, partial sequence	100.000	1772	0.0	3269
U83876.1	U83876	Plasmodium knowlesi Clon p595-31; Clon 6.9 small subunit ribosomal RNA gene, partial sequence	100.000	2109	0.0	3895
AY596367.1	AY596367	Leniwytsmania orientalisvar small subunit ribosomal RNA gene, partial sequence	100.000	1848	0.0	3413
GU227365.1	GU227365	Spurilla major small subunit ribosomal RNA gene, partial sequence	100.000	2030	0.0	3749
EU815292.1	EU815292	Theristria imperfecta small subunit ribosomal RNA gene, partial sequence	100.000	2166	0.0	4000
KP288780.1	KP288780	Protaxymyia thuja small subunit ribosomal RNA gene, partial sequence	100.000	2189	0.0	4043
AY590116.1	AY590116	Blastocystis cycluri small subunit ribosomal RNA gene, partial sequence	100.000	1800	0.0	3325
KP419168.1	KP419168	Metrius contractus small subunit ribosomal RNA gene, partial sequence	100.000	2324	0.0	4292
HQ659987.1	HQ659987	Phyllocaulis tuberculosus small subunit ribosomal RNA gene, partial sequence	100.000	1781	0.0	3290
KP270790.1	KP270790	Callinera kasyanovi small subunit ribosomal RNA gene, partial sequence	100.000	2002	0.0	3698
AF168881.1	AF168881	Xyris difformis small subunit ribosomal RNA gene, partial sequence	100.000	1752	0.0	3236
DQ022760.1	DQ022760	Ceramium diaphanum small subunit ribosomal RNA gene, partial sequence	100.000	1685	0.0	3112
KP100453.2	KP100453	Linguatula serrata small subunit ribosomal RNA gene, partial sequence	100.000	1830	0.0	3380
GQ260092.1	GQ260092	Echinococcus granulosus small subunit ribosomal RNA gene, partial sequence	100.000	2367	0.0	4372
AF255685.1	AF255685	Riggia paranensis small subunit ribosomal RNA gene, complete sequence	100.000	2152	0.0	3975
EU664450.1	EU664450	Andreanna caspii small subunit ribosomal RNA gene, partial sequence	100.000	1262	0.0	2331
KC172651.1	KC172651	Sporanauta perivermis small subunit ribosomal RNA gene, partial sequence	100.000	1295	0.0	2385
KR025411.1	KR025411	Entamoeba bangladeshi 8111 small subunit ribosomal RNA gene, partial sequence	100.000	1927	0.0	3559
GQ326883.1	GQ326883	Tritoniella belli small subunit ribosomal RNA gene, partial sequence	100.000	1861	0.0	3437
HQ396520.1	HQ396520	Neoperezia semenovaiae small subunit ribosomal RNA gene, partial sequence	100.000	1353	0.0	2499
AF483838.1	AF483837	Hyalinocysta chapmani small subunit ribosomal RNA gene, partial sequence	100.000	1303	0.0	2407
KJ542109.1	KJ542109	Ptolemeba noxubium small subunit ribosomal RNA gene, partial sequence	100.000	1729	0.0	3193
KF711853.1	KF711853	Cladochytrium polystomum WB 228 small subunit ribosomal RNA gene, partial sequence	100.000	1906	0.0	3517
AJ532411.1	AJ532411	Euglena tristella SAG 1224-35 small subunit ribosomal RNA gene, partial sequence	100.000	2215	0.0	4084
KP970249.1	KP970249	Corlissina maricaensis small subunit ribosomal RNA gene, partial sequence	100.000	1479	0.0	2732
KP201366.1	KP201366	Austrarchaea tealei small subunit ribosomal RNA gene, partial sequence	100.000	2138	0.0	3949
MG988587.1	MG988587	Calophya schini small subunit ribosomal RNA gene, partial sequence	100.000	2245	0.0	4146
LT631064.1	LT631064	Acropora horrida small subunit ribosomal RNA gene, partial sequence	100.000	1881	0.0	3474
JX271832.1	JX271832	Zschokkella soleae small subunit ribosomal RNA gene, partial sequence	100.000	1983	0.0	3659
GQ326909.1	GQ326909	Eubranchus sanjuanensis small subunit ribosomal RNA gene, partial sequence	100.000	1863	0.0	3441
JX847581.1	JX847581	Staurojoenina assimilis small subunit ribosomal RNA gene, partial sequence	100.000	1521	0.0	2809
KF110991.1	KF110991	Takaokaspora nipponicus small subunit ribosomal RNA gene, partial sequence	100.000	1261	0.0	2329
EU414441.1	EU414441	Joeropsis antarctica small subunit ribosomal RNA gene, partial sequence	100.000	2329	0.0	4301
EU414438.1	EU414438	Iathrippa sarsi small subunit ribosomal RNA gene, partial sequence	100.000	2546	0.0	4698
HQ286016.1	HQ286016	Stygobromus gracilipes small subunit ribosomal RNA gene, partial sequence	100.000	2299	0.0	4246
AY288702.1	AY288702	Pachymerium ferrugineum small subunit ribosomal RNA gene, partial sequence	100.000	2107	0.0	3892
MG677839.1	MG677839	Nematobrachion boopis small subunit ribosomal RNA gene, partial sequence	100.000	1810	0.0	3343
FJ914315.1	FJ914315	Mrazekia macrocyclopis small subunit ribosomal RNA gene, partial sequence	100.000	1233	0.0	2278
KY403995.1	KY403995	Hymenolepis microps small subunit ribosomal RNA gene, partial sequence	100.000	2233	0.0	4124
GU358629.1	GU358629	Vibilia armata small subunit ribosomal RNA gene, partial sequence	100.000	2331	0.0	4305
HQ687482.1	HQ687482	Vexillifera fluvialis RR1 small subunit ribosomal RNA gene, partial sequence	100.000	1898	0.0	3506
JN603865.1	JN603865	Monomorphina pyrum Yeonhwaji060709F small subunit ribosomal RNA gene, partial sequence	100.000	2301	0.0	4250
GU358615.1	GU358615	Hemityphis tenuimanus small subunit ribosomal RNA gene, partial sequence	100.000	2296	0.0	4241
KJ130033.1	KJ130033	Meloidogyne chitwoodi small subunit ribosomal RNA gene, partial sequence	100.000	1731	0.0	3197
MH569534.1	MH569534	Babesia bovis BboS2P small subunit ribosomal RNA gene, partial sequence	100.000	1554	0.0	2870
FN434091.1	FN434091	Dictyocoela duebenum small subunit ribosomal RNA gene, partial sequence	100.000	1293	0.0	2388
EU557247.1	EU557247	Acerentulus sinensis small subunit ribosomal RNA gene, partial sequence	100.000	1942	0.0	3587
KP201369.1	KP201369	Eriauchenius workmani small subunit ribosomal RNA gene, partial sequence	100.000	2033	0.0	3755
KU941987.1	KU941987	Euglena agilis OR 04 small subunit ribosomal RNA gene, partial sequence	100.000	2263	0.0	4180
MH174292.1	MH174292	Dinenympha fimbriata small subunit ribosomal RNA gene, partial sequence	100.000	2062	0.0	3808
JN232926.1	JN232926	Metatrichoniscoides leydigii small subunit ribosomal RNA gene, partial sequence	100.000	2359	0.0	4349
AY988424.1	AY988424	Anopheles walkeri small subunit ribosomal RNA gene, partial sequence	100.000	1878	0.0	3469
AY305008.1	AY305008	Raphidiophrys ambigua small subunit ribosomal RNA gene, partial sequence	100.000	2175	0.0	4017
AF178683.1	AF178683	Anopheles clowi small subunit ribosomal RNA gene, partial sequence	100.000	2085	0.0	3851
AY077769.1	AY077769	Bovicola ovis small subunit ribosomal RNA gene, partial sequence	100.000	2193	0.0	4050
KF744080.1	KF744080	Phacus mariae Leynes012810F small subunit ribosomal RNA gene, partial sequence	100.000	2168	0.0	4000
AY090051.1	AY090051	Amblyospora indicola small subunit ribosomal RNA gene, partial sequence	100.000	1305	0.0	2407
KF705035.1	KF705035	Endostelium amerosporum small subunit ribosomal RNA gene, partial sequence	100.000	1944	0.0	3591
GQ326911.1	GQ326911	Flabellina trilineata small subunit ribosomal RNA gene, partial sequence	100.000	1881	0.0	3474
KX889635.1	KX889635	Euglena agilis MI71 small subunit ribosomal RNA gene, partial sequence	100.000	2304	0.0	4255
JN936469.1	JN936469	Nicolea zostericola small subunit ribosomal RNA gene, partial sequence	100.000	1858	0.0	3428
KF744090.1	KF744090	Phacus pusillus Beopsu033107M2 small subunit ribosomal RNA gene, partial sequence	100.000	2223	0.0	4106
AY336707.1	AY336707	Taeniella carcini small subunit ribosomal RNA gene, partial sequence	100.000	1964	0.0	3624
KT304839.1	KT304839	Lepocinclis spirogyroides Gahang033107D small subunit ribosomal RNA gene, partial sequence	100.000	2213	0.0	4087
AF499749.1	AF499749	Bugula neritina small subunit ribosomal RNA gene, partial sequence	100.000	1797	0.0	3304
AY233984.1	AY233984	Neozygites floridana ARSEF 5376 small subunit ribosomal RNA gene, partial sequence	100.000	1382	0.0	2553
AY523032.1	AY523032	Euglena stellata Michigan (MI) 09 small subunit ribosomal RNA gene, partial sequence	100.000	2312	0.0	4266
AF474320.1	AF474320	Proceraea nigropunctata small subunit ribosomal RNA gene, partial sequence	100.000	1771	0.0	3267
FJ040495.1	FJ040495	Ironus longicaudatus small subunit ribosomal RNA gene, partial sequence	100.000	1703	0.0	3138
DQ235446.1	U26534	Nosema apis small subunit ribosomal RNA gene, complete sequence	100.000	1233	0.0	2278
KF744074.1	KF744074	Phacus limnophila Banryong092609G small subunit ribosomal RNA gene, partial sequence	100.000	2230	0.0	4119
DQ980484.1	DQ980484	Peridinium limbatum small subunit ribosomal RNA gene, partial sequence	100.000	1732	0.0	3199
AY245756.1	AY245756	Apharyngostrigea cornu small subunit ribosomal RNA gene, partial sequence	100.000	1961	0.0	3622
KC753490.1	KC753490	Dysteria lanceolata small subunit ribosomal RNA gene, partial sequence	100.000	1726	0.0	3188
JX481312.1	JX481312	Trichia alpina small subunit ribosomal RNA gene, partial sequence	100.000	1831	0.0	3382
AY583970.1	AY583970	Pomatocheles macrops small subunit ribosomal RNA gene, partial sequence	100.000	1785	0.0	3286
EU815237.1	EU815237	Conwentzia pineticola small subunit ribosomal RNA gene, partial sequence	100.000	2180	0.0	4026
AB016021.2	AB016021	Dispira cornuta NRRL A-16 1010 small subunit ribosomal RNA gene, partial sequence	100.000	1587	0.0	2931
AB712517.1	AB712517	Ditiola radicata HHB-12010 small subunit ribosomal RNA gene, partial sequence	100.000	1683	0.0	3109
DQ286373.1	DQ286373	Entamoeba ecuadoriensis EC small subunit ribosomal RNA gene, complete sequence	100.000	1944	0.0	3591
AY753614.1	AY753614	Neobodo designis small subunit ribosomal RNA gene, partial sequence	100.000	2136	0.0	3945
EU815262.1	EU815262	Neosemidalis farinosa small subunit ribosomal RNA gene, partial sequence	100.000	2186	0.0	4037
KF744066.1	KF744066	Phacus applanatus Beopsu030709E small subunit ribosomal RNA gene, partial sequence	100.000	2159	0.0	3988
JQ082890.1	JQ082890	Tubulinosema hippodamiae small subunit ribosomal RNA gene, partial sequence	100.000	1372	0.0	2534
EF189633.1	EF189633	Polyphemus pediculus small subunit ribosomal RNA gene, partial sequence	100.000	2137	0.0	3947
AF403157.1	AF403157	Lepocinclis helicoideus small subunit ribosomal RNA gene, partial sequence	100.000	2434	0.0	4495
AF119811.1	AF119811	Diplonema papillatum ATCC50162 small subunit ribosomal RNA gene, partial sequence	100.000	1981	0.0	3659
EU414456.1	EU414456	Eurycope glabra small subunit ribosomal RNA gene, partial sequence	100.000	2312	0.0	4270
AB295399.1	AB295399	Protomima imitatrix small subunit ribosomal RNA gene, partial sequence	100.000	2339	0.0	4320
AF279601.1	AF279601	Campecopea hirsuta small subunit ribosomal RNA gene, complete sequence	100.000	2477	0.0	4575
AF255687.1	AF255687	Paragnathia formica small subunit ribosomal RNA gene, complete sequence	100.000	2116	0.0	3908
KY922119.1	KY922119	Oziella atherodes small subunit ribosomal RNA gene, partial sequence	100.000	2212	0.0	4085
JN170220.1	JN170220	Bembidion proprium small subunit ribosomal RNA gene, partial sequence	100.000	1969	0.0	3637
MF321752.1	MF321752	Ptychopera unicornis small subunit ribosomal RNA gene, partial sequence	100.000	1779	0.0	3286
EF513179.1	EF513179	Schizoplasmodiopsis amoeboidea ATCC 46948 small subunit ribosomal RNA gene, partial sequence	100.000	1909	0.0	3526
AB211069.1	AB211069	Eudistoma gilboviride small subunit ribosomal RNA gene, partial sequence	100.000	1833	0.0	3386
KM222102.1	KM222102	Helicoprorodon maximus small subunit ribosomal RNA gene, partial sequence	100.000	1666	0.0	3077
DQ229954.1	DQ229954	Platyamoeba contorta small subunit ribosomal RNA gene, partial sequence	100.000	1989	0.0	3674
AF279603.1	AF279603	Idotea baltica small subunit ribosomal RNA gene, complete sequence	100.000	2658	0.0	4902
AY048181.1	AY048181	Porcellionides pruinosus small subunit ribosomal RNA gene, partial sequence	100.000	2370	0.0	4377
AY745573.1	AY745573	Odontotaenius disjunctus small subunit ribosomal RNA gene, partial sequence	100.000	1956	0.0	3609
AY090065.1	AY090065	Parathelohania obesa small subunit ribosomal RNA gene, partial sequence	100.000	1263	0.0	2333
KX138600.1	KX138600	Blastocrithidia miridarum small subunit ribosomal RNA gene, partial sequence	100.000	2240	0.0	4137
KP343638.1	KP343638	Rhizomastix bicoronata VELKA small subunit ribosomal RNA gene, partial sequence	100.000	1982	0.0	3661
DQ826567.1	DQ826567	Pottsia serenei small subunit ribosomal RNA gene, partial sequence	100.000	2043	0.0	3762
KY016614.1	KY016614	Pholcus phalangioides small subunit ribosomal RNA gene, partial sequence	100.000	1727	0.0	3190
KY016563.1	KY016563	Novodamus nodatus small subunit ribosomal RNA gene, partial sequence	100.000	1715	0.0	3168
KF539408.1	KF539408	Sphenoderia pseudominuta small subunit ribosomal RNA gene, partial sequence	100.000	1793	0.0	3312
FJ719630.1	FJ719630	Phacus orbicularis ACOI1142 small subunit ribosomal RNA gene, partial sequence	100.000	2229	0.0	4109
GU969186.1	GU969186	Pleuromamma xiphias small subunit ribosomal RNA gene, partial sequence	100.000	1721	0.0	3179
KC297614.1	KC297614	Barbatospora ambicaudata TN-49-W4a small subunit ribosomal RNA gene, partial sequence	100.000	1811	0.0	3345
FJ459758.1	FJ459758	Protomagalhaensia wolfi small subunit ribosomal RNA gene, partial sequence	100.000	1632	0.0	3014
KY911462.1	KY911462	Myxobolus taibaiensis small subunit ribosomal RNA gene, partial sequence	100.000	2032	0.0	3753
AF132544.1	AF132544	Caudospora palustris small subunit ribosomal RNA gene, partial sequence	100.000	1374	0.0	2538
GU358616.1	GU358616	Hyperietta vosseleri small subunit ribosomal RNA gene, partial sequence	100.000	2231	0.0	4120
EU797410.1	EU797410	Peltodytes dispersus small subunit ribosomal RNA gene, partial sequence	100.000	2097	0.0	3873
AF150935.1	AF150935	Lepocinclis spirogyroides small subunit ribosomal RNA gene, partial sequence	100.000	2255	0.0	4154
AF052401.1	AF052401	Conidiobolus thromboides ARSEF 115 small subunit ribosomal RNA gene, partial sequence	100.000	1749	0.0	3223
AB365203.1	AB365203	Phaeothamnion confervicola CCMP637 small subunit ribosomal RNA gene, partial sequence	100.000	1754	0.0	3240
AY604197.1	AY604197	Chloromyxum legeri small subunit ribosomal RNA gene, partial sequence	100.000	2042	0.0	3771
KP881349.1	KP881349	Hemolivia stellata small subunit ribosomal RNA gene, partial sequence	100.000	1816	0.0	3354
HQ286017.1	HQ286017	Crangonyx chlebnikovi small subunit ribosomal RNA gene, partial sequence	100.000	2320	0.0	4270
AY521864.1	AY521864	Sialis hamata small subunit ribosomal RNA gene, partial sequence	100.000	2016	0.0	3723
JN232937.1	JN232937	Trichoniscus pygmaeus small subunit ribosomal RNA gene, partial sequence	100.000	2467	0.0	4545
LN901442.1	LN901442	Lecudina pellucida small subunit ribosomal RNA gene, partial sequence	100.000	1729	0.0	3193
AF083002.1	AF083002	Pelodera teres EM437 small subunit ribosomal RNA gene, partial sequence	100.000	1646	0.0	3033
EF999905.1	EF999905	Colacium vesiculosum MI 105 small subunit ribosomal RNA gene, partial sequence	100.000	2151	0.0	3965
AY602179.1	AY602179	Prodontorhabditis wirthi DF5074 small subunit ribosomal RNA gene, partial sequence	100.000	1705	0.0	3145
HM852977.1	HM852977	Carchesium polypinum small subunit ribosomal RNA gene, partial sequence	100.000	1717	0.0	3160
KY476314.1	KY476314	Chilodonella uncinata small subunit ribosomal RNA gene, partial sequence	100.000	1704	0.0	3147
MF373811.1	MF373811	Pseudotrichonympha pearti small subunit ribosomal RNA gene, partial sequence	100.000	1519	0.0	2806
AJ318668.1	AJ318668	Peltodytes rotundatus small subunit ribosomal RNA gene, partial sequence	100.000	2108	0.0	3890
KY750745.1	KY750745	Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence	100.000	1522	0.0	2811
DQ300003.1	DQ300003	Siphonosoma vastum small subunit ribosomal RNA gene, partial sequence	100.000	1785	0.0	3282
KY951739.1	KY951739	Thaumastosoma diva small subunit ribosomal RNA gene, partial sequence	100.000	2255	0.0	4161
AY090044.1	AY090043	Amblyospora excrucii small subunit ribosomal RNA gene, partial sequence	100.000	1351	0.0	2495
JF826421.1	JF826421	Parathelohania tomski small subunit ribosomal RNA gene, partial sequence	100.000	1253	0.0	2314
EF363009.1	EF363009	Cerylon ferrugineum small subunit ribosomal RNA gene, partial sequence	100.000	1873	0.0	3459
KY922177.1	KY922177	Caenolestomyobia faini small subunit ribosomal RNA gene, partial sequence	100.000	1764	0.0	3258
KT072969.1	KT072969	Melosira varians small subunit ribosomal RNA gene, partial sequence	100.000	1677	0.0	3097
MH357164.1	MH357164	Leclercera undulata small subunit ribosomal RNA gene, partial sequence	100.000	1716	0.0	3169
GQ327930.1	GQ327930	Rhodachlya hawaiiana small subunit ribosomal RNA gene, partial sequence	100.000	1720	0.0	3177
DQ073784.1	DQ073784	Coelopleurus floridanus small subunit ribosomal RNA gene, partial sequence	100.000	1781	0.0	3286
FJ977632.1	FJ977632	Lottia gigantea small subunit ribosomal RNA gene, partial sequence	100.000	2027	0.0	3740
DQ272237.1	DQ272237	Thelohania disparis small subunit ribosomal RNA gene, partial sequence	100.000	1221	0.0	2252
JF699529.1	JF699529	Dynamene curalii small subunit ribosomal RNA gene, partial sequence	100.000	2180	0.0	4026
MG826112.1	MG826112	Bysmatrum gregarium TIO316 small subunit ribosomal RNA gene, partial sequence	100.000	1722	0.0	3181
MF477220.1	MF477220	Trichonympha collaris small subunit ribosomal RNA gene, partial sequence	100.000	1497	0.0	2765
AF255703.1	AF255703	Colubotelson thomsoni small subunit ribosomal RNA gene, complete sequence	100.000	2532	0.0	4676
MF100855.1	MF100855	Henneguya gilbert small subunit ribosomal RNA gene, partial sequence	100.000	2012	0.0	3716
JN040832.1	JN040832	Bonamia ostreae small subunit ribosomal RNA gene, partial sequence	100.000	1750	0.0	3232
AF173264.1	AF173264	Aphilodon weberi small subunit ribosomal RNA gene, partial sequence	100.000	2015	0.0	3718
KM853308.1	KM853308	Meloimorpha japonica OR451 small subunit ribosomal RNA gene, partial sequence	100.000	1931	0.0	3567
KC904945.1	KC904945	Raillietiella orientalis small subunit ribosomal RNA gene, partial sequence	100.000	1776	0.0	3280
KP201381.1	KP201381	Eriauchenius jeanneli small subunit ribosomal RNA gene, partial sequence	100.000	1882	0.0	3476
MG253149.1	MG253149	Amphicteis gunneri small subunit ribosomal RNA gene, partial sequence	100.000	1895	0.0	3500
KM273028.1	KM273028	Ceratomyxa leatherjacketi small subunit ribosomal RNA gene, partial sequence	100.000	1695	0.0	3131
AB088314.1	AB088314	Alexandrium tamarense SJW97046 small subunit ribosomal RNA gene, complete sequence	100.000	1798	0.0	3321
KJ879587.1	KJ879587	Mastigella erinacea LARNAKA2N small subunit ribosomal RNA gene, partial sequence	100.000	2395	0.0	4416
EF091417.2	EF091417	Rhysotritia duplicata small subunit ribosomal RNA gene, partial sequence	100.000	1797	0.0	3319
EU557254.1	EU557254	Eosentomon megaglenum small subunit ribosomal RNA gene, partial sequence	100.000	1945	0.0	3592
KY750746.1	KY750746	Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence	100.000	1521	0.0	2809
LT631046.1	LT631046	Acropora valida small subunit ribosomal RNA gene, partial sequence	100.000	1835	0.0	3389
JF694285.1	JF694285	Stygamoeba regulata ATCC 50892 small subunit ribosomal RNA gene, partial sequence	100.000	1977	0.0	3648
EU414418.1	EU414418	Ianthopsis nasicornis small subunit ribosomal RNA gene, partial sequence	100.000	2158	0.0	3986
JQ031984.1	JQ031984	Lamproderma ovoideum small subunit ribosomal RNA gene, partial sequence	100.000	1942	0.0	3587
KJ461271.1	KJ461271	Thaumastocoris safordi small subunit ribosomal RNA gene, partial sequence	100.000	2000	0.0	3694
KJ187034.1	KJ187034	Ailadinium reticulatum small subunit ribosomal RNA gene, partial sequence	100.000	1794	0.0	3314
JF826414.1	JF826414	Amblyospora rugosa small subunit ribosomal RNA gene, partial sequence	100.000	1339	0.0	2473
KR072683.1	KR072683	Thaidasys tongiorgii small subunit ribosomal RNA gene, partial sequence	100.000	1712	0.0	3147
KF744093.1	KF744093	Phacus skujae Daeri010910E small subunit ribosomal RNA gene, partial sequence	100.000	2186	0.0	4037
AJ244367.1	AJ244367	Phlebotomus neglectus small subunit ribosomal RNA gene, partial sequence	100.000	2099	0.0	3877
KY947249.1	KY947249	Amphimedon compressa small subunit ribosomal RNA gene, partial sequence	100.000	1784	0.0	3295
JQ957898.1	JQ957898	Deladenus durus small subunit ribosomal RNA gene, partial sequence	100.000	1700	0.0	3140
MF113402.1	MF113402	Naegleria koreanum JJ51108A small subunit ribosomal RNA gene, partial sequence	100.000	2028	0.0	3746
GU827601.1	GU827601	Kipferlia bialata small subunit ribosomal RNA gene, partial sequence	100.000	1707	0.0	3153
KP962341.1	KP962341	Obama anthropophila small subunit ribosomal RNA gene, partial sequence	100.000	1719	0.0	3171
JX535350.1	JX535350	Polyplicarium translucidae small subunit ribosomal RNA gene, partial sequence	100.000	1685	0.0	3112
DQ079936.1	DQ079936	Tenuignathia rikerae small subunit ribosomal RNA gene, partial sequence	100.000	1727	0.0	3186
AB080305.1	AB080305	Picochlorum atomus SAG 14.87 small subunit ribosomal RNA gene, partial sequence	100.000	1791	0.0	3308
KY682877.1	KY682877	Sonderopelta coriacea small subunit ribosomal RNA gene, partial sequence	100.000	1732	0.0	3199
FJ669688.1	FJ669688	Endodesmia calophylloides small subunit ribosomal RNA gene, partial sequence	100.000	1699	0.0	3138
MG200685.1	MG200685	Wraios longiembolus small subunit ribosomal RNA gene, partial sequence	100.000	1718	0.0	3173
KX069010.1	KX069010	Chaetospania thoracica small subunit ribosomal RNA gene, partial sequence	100.000	1812	0.0	3347
FR837747.1	FR837747	Pseudaphanostoma herringi small subunit ribosomal RNA gene, partial sequence	100.000	1673	0.0	3090
JF826415.1	JF826415	Amblyospora salairia small subunit ribosomal RNA gene, partial sequence	100.000	1357	0.0	2507
KM350381.1	KM350381	Faronus parallelus small subunit ribosomal RNA gene, partial sequence	100.000	1874	0.0	3461
AM886410.1	AM886410	Semperella schulzei small subunit ribosomal RNA gene, partial sequence	100.000	1971	0.0	3640
KY016769.1	KY016769	Cebrenninus rugosus small subunit ribosomal RNA gene, partial sequence	100.000	1716	0.0	3169
AJ404608.1	AJ404608	Trypanosoma simiae Tsavo small subunit ribosomal RNA gene, partial sequence	100.000	2068	0.0	3819
KJ399553.1	KJ399553	Opisthomitus longiflagellatus small subunit ribosomal RNA gene, partial sequence	100.000	2121	0.0	3914
MH357175.1	MH357175	Pholcus manueli small subunit ribosomal RNA gene, partial sequence	100.000	1717	0.0	3171
JQ031988.1	JQ031988	Lamproderma pulveratum small subunit ribosomal RNA gene, partial sequence	100.000	1927	0.0	3559
GQ258413.1	GQ258413	Montandoniola moraguesi small subunit ribosomal RNA gene, partial sequence	100.000	1824	0.0	3369
AB045584.1	AB045584	Porphyridium purpureum IAM R-1 small subunit ribosomal RNA gene, partial sequence	100.000	1759	0.0	3249
KC529412.1	KC529412	Beklemischeviella angustior small subunit ribosomal RNA gene, partial sequence	100.000	1825	0.0	3371
KP419032.1	KP419032	Carcinops pumilio small subunit ribosomal RNA gene, partial sequence	100.000	1953	0.0	3607
DQ022763.1	DQ022763	Crouania elisiae small subunit ribosomal RNA gene, partial sequence	100.000	1654	0.0	3055
